station_id,station_name,new_station_name,region,province,city,barangay,date_established,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,horizontal_coords_source,horizontal_date_entry,horizontal_datum,horizontal_reference,elevation_horizontal_datum,horizontal_authority,horizontal_order,horizontal_date_computed,horizontal_fix,elevation,ellipsoidal_height,elevation_date_entry,elevation_datum,elevation_established_datum,elevation_authority,elevation_order,elevation_date_computed,elevation_fix,mark_status,mark_type,mark_const,authority,wgs84ND,wgs84NM,wgs84NS,wgs84ED,wgs84EM,wgs84ES,ellipz,image,inscription,description,encoder,ucode,latitude,longitude,date_updated,bm_plus,accuracy_class,lon,lat,elevation_alt,latitude_decimal,longitude_decimal,status_tag,epoch
,MM-96,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,UGONG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,6.1133,0,11/30/1999,1,,,1,09/30/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-96 is in the province of Metro Manila, City of Pasig, Barangay of Ugong. Station is located along the ""W"" sidewalk of Eulogio Rodriguez Avenue (C-5). It is at the ""S"" end of a bridge crossing a small man-modified creek, being about 12 m. ""S"" of the intersection of Lanuza St. and E. Rodriguez Ave. (C-5) Mark is a 3 in. copper nail centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-96; 2008; NAMRIA",Dexter Alamar,108219,14.5775638888889,121.073236111111,11/25/2022 10:54:02 AM,0.015387,2 CM,121 4 23.65,14 34 39.23,0,,,0,2022
,MMA-5087 (BBM-196),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,SOCORRO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,44.6652,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-5087 is in Metro Manila, Quezon City, Brgy. Socorro. Station is located along Aurora Boulevard Marikina bound lane. Established at the SE corner of the intersection with Harvard Street. Situated at the sidewalk NW corner of Yamaha Cubao Outlet. Mark is the head of 8mm. stainles bolt flushed at the top center of a 20 x 20 cm. concrete monument protruding 30cm above the ground with inscriptions ""CAD 1331-D, BBM No. 196, QUEZON CITY""",Dexter Alamar,108220,14.6244611111111,121.0567,11/25/2022 12:22:11 PM,0.012537,1 CM,121 3 24.12,14 37 28.06,0,,,0,2022
,MMA-3753 (BBM-197),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,SAN ROQUE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,NAMRIA,0,11/30/1999,0,45.4018,0,11/30/1999,1,,,1,09/30/2022,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3753 is in Metro Manila, Quezon City, Brgy. San Roque. Station is located along Aurora Boulevard Marikina bound lane. Established at the SE corner of the intersection with 15th Avenue. Situated at the sidewalk NW corner of Elite Hardware, in-between the electric posts. ""Mark is the head of 8 mm. stainless bolt flushed at the top center of a 20 x 20 cm. concrete monument protruding 30 cm. above the ground with inscription of ''CAD 1331-D, BBM NO. 197, Quezon City'' boundary of Barangay San Roque and Soccorro. """,Dexter Alamar,108221,14.6247916666667,121.057286111111,11/25/2022 1:14:02 PM,0.012365,1 CM,121 3 26.23,14 37 29.25,0,,,0,2022
,MM-738 (GM-16),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BALINTAWAK,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,22.7494,0,11/30/1999,1,,,1,01/08/2016,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"GM-16 is in the Province of Metro Manila, City of Quezon, Barangay Balintawak in EDSA Cloverleaf Interchange on the N wing of the bridge on its W end. The station is located on the sidewalk of the bridge about 20m from the centerline of the road. Mark is a 1cm diameter brass rod with inscription ""BM GM-16; 1975; BPW"".",Aila Leana Sampana,88097,14.6574777777778,120.999836111111,02/23/2022 11:23:22 AM,0.033023,3 CM,120 59 59.41,14 39 26.92,0,,,0,2009
,MM-49,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,SAMPALOC,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,1.7549,0,11/30/1999,1,,,1,01/08/2016,1,1,28,4,NAMRIA,0,0,0,0,0,0,0,,,"MM-49 is in the Province of Metro Manila, City of Manila, Barangay Sampaloc along Nicanor Reyes Street. The station is located near the intersection of P. Paredes Street, Lerma Street, España Boulevard, and Nicanor Reyes Street at the center island of Nicanor Reyes Street. Mark is a cross-cut on the SW bolt of a light post.",Edil,88100,14.6051138888889,120.987872222222,06/30/2022 1:36:22 PM,0.020608,2 CM,120 59 16.34,14 36 18.41,0,,,0,2009
,MMA-3068,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,ESCOPA III,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GEODESY,0,11/30/1999,0,50.0438,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3068 is in the National Capital Region (NCR), City of Quezon, Barangay Escopa III. It is located on the sidewalk along Katipunan Avenue Southbound. Infront of a Gawad Kalinga building. About 4 m. ""N"" of a green road signboard (B. Serrano; Ortigas Ave.; Uptown Bonifacio) and about 300 m. from P. Tuazon Blvd. Mark is the head of a 4"" copper nail embedded on the center of a 25 x 25 cm cement putty with inscriptions ""MMA-3068, 2008 LMS-NCR"".",Edil,88158,14.6264444444444,121.07415,07/06/2022 7:46:53 AM,0.005743,1 CM,121 4 26.94,14 37 35.20,0,,,0,
,MMA-3067,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,ESCOPA III,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GEODESY,0,11/30/1999,0,51.6331,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3067 is in the National Capital Region, Quezon City, Barangay Escopa III along Katipunan Avenue. The station is located on the sidewalk of Katipunan Avenue before approaching Katipunan Flyover from Libis, Quezon City. Mark is the head of a 4"" copper nail embedded on the center of a 25cm x 25cm cement putty with inscription ""MMA; 3067; 2008; LMS-NCR"".",Edil,88159,14.6289027777778,121.074005555556,07/06/2022 7:47:02 AM,0.007004,1 CM,121 04 26.42,14 37 44.05,0,,,0,
,MM-139 (QC),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,LOYOLA HEIGHTS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,50.2528,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-139 is in Metro Manila, City of Quezon at Loyola Heights along Katipunan Avenue. The station is located on the concrete foundation of a concrete electric post beside Oracle Hotel & Restaurant infront of Commercial establishment. Mark is the head of a 1/4"" x 3"" copper nail centered and embedded on a 15cm x 15cm cement putty with inscriptions ""MM-139; 2010; NAMRIA"".",Aila Leana Sampana,88160,14.6394361111111,121.074333333333,05/18/2022 10:20:42 AM,0.010793,1 CM,121 04 27.6,14 38 21.97,0,,,0,2019
,MM-138 (QC),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,U.P. CAMPUS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,57.7641,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-138 is in Metro Manila City of Quezon, at U.P. Campus along Katipunan Avenue. The station is located on the top of a center island of Katipunan Avenue at the intersection of C.P. Garcia Avenue. It is about 50m NE of KM Post 14 located at the corner of Katipunan Avenue and C.P. Garcia Avenue. Mark is the head of a 4"" copper nail set flushed on a 15cm x 15cm cement putty with inscriptions ""MM-138; 2010; NAMRIA"".",Aila Leana Sampana,88161,14.648075,121.074380555556,05/18/2022 10:19:31 AM,0.013033,1 CM,121 04 27.77,14 38 53.07,0,,,0,2019
,MM-680 (TBM-6),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,U.P. CAMPUS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,66.0915,0,11/25/2019,1,,,1,01/06/2020,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-6 is in the Province of Metro Manila, City of Quezon, Barangay UP Campus. It is located at the base of a street light post along C. P. Garcia Ave. right side from Katipunan Ave., about 10 m. ""W"" of Km Post 015. Mark is the top of a 1 inch iron bolt of the concrete base of an street light post.",Edil,88162,14.6475472222222,121.067361111111,07/06/2022 7:47:49 AM,0.014556,1 CM,121 4 2.5,14 38 51.17,0,,,0,
,MM-681 (TBM-5),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,U.P. CAMPUS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,55.0376,0,11/25/2019,1,,,1,01/06/2020,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-5 is in the Province of Metro Manila, City of Quezon, Barangay Diliman. It is located at the base of a street light post along C. P. Garcia Ave. right side from Katipunan Ave., about 10 m. ""S"" of Km Post 014. Mark is the top of a 1 inch iron bolt of the concrete base of an street light post.",Edil,88163,14.6485138888889,121.059711111111,07/06/2022 9:02:20 AM,0.016085,2 CM,121 3 34.96,14 38 54.65,0,,,0,
,MMA-39,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,U.P. CAMPUS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,51.47,0,11/25/2019,1,,,1,01/06/2020,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-39 STATION IS LOCATED AT THE UNIVERSITY OF THE PHILIPPINES (UP) COMPOUND AT DILIMAN, ALONG UNIVERSITY AVE., ABOUT 500 M. FROM COMMONWEALTH AVE AND ABOUT 50M NORTH FROM THE CENTERLINE OF UNIVERSITY AVENUE. STATION IS THE EASTERNMOST OF SEVEN ALIGNED CONCRETE MONUMENTS ALSO KNOWN AS THE ""UP BASELINE"". IT IS NEAR AN ACACIA TREE FOR ABOUT 9 M.MARK IS THE HEAD OF A 1"" DIA. BRASS ROD WITH CROSS CUT ON TOP CENTER OF AN 18"" SQUARE CONCRETE MONUMENT, PROTRUDING ABOUT 18"" ABOVE THE GROUND INSIDE THE VACANT LOT AT UP. NO INSCRIPTION WAS MADE TO THE STATION.",Edil,88164,14.6552222222222,121.059705555556,07/06/2022 9:02:48 AM,0.017337,2 CM,121 3 34.94,14 39 18.8,0,,,0,
,MM-682 (W-2A),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,U.P. CAMPUS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,47.6522,0,11/25/2019,1,,,1,01/06/2020,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"ACCESS: W2A IS IN DILIMAN, QUEZON CITY, ALONG UNIVERSITY AVENUE LEADING TO THE UNIVERSITY OF THE PHILIPPINES, 16 METERS INFRONT OF UP MARKER. STA. MARK: MARK IS A TOP OF A BRASS ROD EMBEDDED ON A CEMENT PUTTY WITH INSCRIPTION ""W2A"".",Aila Leana Sampana,88165,14.6542277777778,121.054419444444,02/22/2022 11:13:17 AM,0.018108,2 CM,121 3 15.91,14 39 15.22,0,,,0,2019
,MMA-3033,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,PINYAHAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,48.8193,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3033 is in the Province of Metro Manila, Quezon City, Barangay Pinyahan. It is located inside Quezon Memorial Circle, about 70 m. ""NE"" of Manuel L. Quezon Memorial Monument Tower. Mark is the head of a 4 in. copper nail embedded on the center of a 0.25 m x 0.25 x 1.0 m cement block and 2 in. higher on the ground with inscriptions, ""MMA-3033, 2007, LMS-NCR"".",Edil,88166,14.6512694444444,121.048722222222,07/06/2022 9:03:08 AM,0.018968,2 CM,121 2 55.4,14 39 4.57,0,,,0,
,MM-683 (DPWH2013),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,PINYAHAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,42.9129,0,11/25/2019,1,,,1,01/06/2020,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"DPWH-2013 is in the Province of Metro Manila, Quezon City, Barangay Pinyahan. It is located in a triangular center island at the ""SE"" part of the intersection of Eliptical Road and Quezon Avenue. Mark is the head of a 3 in. concrete naill embedded on the center of a 15 cm x 15 cm cement putty with inscription "" DPWH; 2013"".",Edil,88167,14.6499972222222,121.046930555556,07/06/2022 9:03:19 AM,0.019258,2 CM,121 2 48.95,14 38 59.99,0,,,0,
,MM-43,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,WEST TRIANGLE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,34.0178,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-43 is in the Province of Metro Manila, City of Quezon, Brgy. West Triangle. It is located at the ""W"" intersection of EDSA and Quezon Avenue, at the NW corner of pedestrian lane Quezon Avenue. Mark is the top of a 4"" copper nail, cemented and flushed, with inscription ""MM 43; 2009; NAMRIA"".",Aila Leana Sampana,88169,14.6440333333333,121.037238888889,02/23/2022 11:25:14 AM,0.020598,2 CM,121 2 14.06,14 38 38.52,0,,,0,2019
,MM-684 (TBM-4),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,WEST TRIANGLE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,27.0738,0,11/25/2019,1,,,1,01/06/2020,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM - 4 Is in the province of Metro Manila, City of Quezon, Barangay of West Triangle. It is located at the ""NW"" corner of the intersection of Quezon Avenue and Examiner St., at the base of an street light post, infront of Banco de Oro. Mark is the top of a 1 in. iron bolt at the base of an street light post.",Edil,88170,14.6414444444444,121.032711111111,07/06/2022 9:03:37 AM,0.021203,2 CM,121 1 57.76,14 38 29.2,0,,,0,
,MMA-3177,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,SANTA CRUZ,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,17.6648,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3177 FROM QUEZON AVENUE WALK OFF TO WEST AVENUE, STOP BEFORE COL. MARTINEZ STREET AND LOOK FOR THE GCP OF LMS-NCR AT THE SIDEWALK. THE STATION WAS MARKED WITH A HEAD OF A 8MM STAINLESS STEEL BOLT EMBEDDED ON THE CENTER OF A 25X25 CM CEMENT PUTTY WITH INSCRIPTIONS THAT READ ""MMA-3177 2009 LMS-NCR",Edil,88171,14.6375472222222,121.025858277778,07/06/2022 9:03:47 AM,0.022009,2 CM,121 1 33.0898,14 38 15.17,0,,,0,
,MM-46A,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,SANTA CRUZ,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,12.0773,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-46A is in the Province of Metro Manila, City of Quezon, Brgy. Sta. Cruz along Quezon Avenue corner Roosevelt Avenue. The station is located on the top of concrete sidewalk beside the Meralco concrete electric post and 19m from Mercury Drug Store. It is also 10m from the centerline of Roosevelt Avenue. Mark is the head of a 4"" copper nail set flushed on a 15cm x 15cm cement putty with inscription ""MM-46A; 2013; NAMRIA"".",Dexter Alamar,88172,14.6327,121.018491666667,10/07/2020 4:06:06 PM,0.022736,2 CM,121 1 6.57,14 37 57.72,0,,,0,2019
,MM-726 (TGBM),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PORT AREA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,2.607,0,11/30/1999,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"TGBM is located inside the Philippine Coast Guard Headquarters, Port Area, Manila. It is situated on top of wharf gutter about 0.2m about wharf floor and 26m NE from the base of the tide station. Mark is the head of a 3 inches copper nail set flushed on the gutter without inscription.",Dexter Alamar,88243,14.5821,120.971538888889,11/04/2022 1:20:25 PM,0.026246,3 CM,120 58 17.54,14 34 55.56,0,,,0,
,MM-729 (BM-66),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PORT AREA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.1993,0,11/30/1999,1,,,1,01/06/2020,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,BM-66 is located in the Port Area inside the compound of Bureau of Customs stairway facing Pier 9. It is about 15m North of the guard house and about 20m West of the main entrance of the Bureau of Customs. Mark is the rounded top of a 3/4 inch diameter brass rod protuding about 6mm about the surface of the stairway step without inscription.,Aries Zafra,88244,14.5862833333333,120.967869444444,03/23/2022 10:16:42 AM,0.026134,3 CM,120 58 4.33,14 35 10.62,0,,,0,2019
,MM-693 (GM-1A),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PORT AREA,01/01/1987,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,3.410881,0,11/30/1999,1,,,1,04/30/2015,1,5,15,10,NAMRIA,0,0,0,0,0,0,0,,,"GM-1A is in the Province of Metro Manila, City of Manila, Barangay Port Area along bonifacio drive. Station is located in Anda Circle Monument and at the southwest corner of monument facing north. Mark is the head of a 38 caliber capsule. NOTE: RENOVATION OF ANDA CIRCLE.",Aila Leana Sampana,88248,14.5908111111111,120.970841666667,08/22/2022 1:20:26 PM,0.0,,120 58 15.03,14 35 26.92,0,,,1,
,MM-722 (GM-51M),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,10.2832,0,11/30/1999,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"GM-51M is located at 30m NW of underpass on C5-Bayani Rd. intersection. It is at the S end of the center island of Bayani Rd. before reaching the underpass. The station is at 7m NW of C5 service road, intersecting Bayani Rd. Station mark is a 3in. copper nail centered and embedded on a 15cm x 15cm concrete putty with inscription GM-51M 2001 NAMRIA.",Aila Leana Sampana,88275,14.5185472222222,121.050641666667,02/23/2022 9:17:22 AM,0.024377,3 CM,121 3 2.31,14 31 6.77,0,,,0,2019
,MMA-4239,0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,TUNASAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,81.541,0,11/30/1999,1,,,3,11/30/1999,4,1,23,10,,0,0,0,0,0,0,0,,,"MMA-4239 ACCESS: From Muntinlupa City Hall travel south passing through Maharlika Highway, then turn right to Magsaysay road and continue travel to Victoria avenue until reaching the Alfamart Convenience store. The station is along the center island in about 10 m. from convenience store and 15 m. from Don P. Reyes Ave. STATION MARK: Mark is the head of a 8m stainless bolt flushed at the top center of a 25cm x 25cm concrete monument with inscriptions ""MUNTINLUPA, MMA-4239, CAD. 593-D, LMS-NCR, 2012, FLS"".",Vanessa,113564,14.3536,121.009155555556,04/05/2023 8:42:16 AM,0.1,10 CM,121 0 32.96,14 21 12.96,0,,,4,2020.99
,MM-100,0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,WESTERN BICUTAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,22.5434,0,07/13/2023,1,,,1,11/23/2022,1,5,18,10,NAMRIA,0,0,0,0,0,0,0,,,MM-100 Mark is the SE bolt of a light post located at the center island along the service road of the South Super Highway. It is about 14m SE of Carlos P. Garcia (C-5) and the East Service Road intersection. NW of the mark being approximately 12 m is the toll gate of the South Super Highway. Note: Reported lost by Geodesy Division on September 2023.,Virgilio B. Almuete,117584,14.5110833333333,121.03225,01/08/2024 3:36:16 PM,0.020299,2CM (FROM MANILA MSL),121 1 56.1,14 30 39.9,0,,,1,2022
,MM-104,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBAYAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,9.1717,0,07/18/2023,1,,,1,11/23/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-104 is in the Province of Metro Manila, Quezon City, Barangay Bagumbayan along E. Amang Rodriguez Avenue outside the fence of Sta. Lucia Parish Church. It is between the concrete wall of the planted rectangular garden and concrete electric post which is located along the sidewalk of the said road. It is also approximately 2.50m from the perimeter fence of the church and on the opposite side of the mark is the building 404. Mark is the head of a 3/8"" x 4"" copper nail set flushed, centered, and embedded on a 15cm x 15cm cement putty with inscription ""MM-104; 2010; NAMRIA"".",Ferdinand F. Fernandez,117629,14.603325,121.092233333333,07/18/2023 8:18:35 AM,0.015054,2CM FROM MANILA MSL,121 5 32.04,14 36 11.97,0,,,0,2022
,MM-11,0,NCR,NCR - FOURTH DISTRICT,LAS PIÑAS,PAMPLONA UNO,01/01/2008,11/30/1999,,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,6.7273,0,07/18/2023,1,,,1,11/23/2022,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-11 Mark is located near gate along the N side of Alabang-Zapote Road (bound to Zapote). It is approximately 100.00m SE of Km 16 Post, which is at the opposite side of the road, and about 100.00 m NW of Monark Subdivision. Mark is the head of a 1.2 x 4 inches rod embedded on 18 x 18 cm cement putty with inscription ""BM MM-11,2008, NAMRIA"".",Ferdinand F. Fernandez,117637,14.4551666666667,120.972933333333,07/18/2023 8:33:24 AM,0.030769,3CM FROM MANILA MSL,120 58 22.56,14 27 18.6,0,,,0,2022
,MM-116,0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,SUCAT,01/01/2010,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,7.0577,0,07/18/2023,1,,,1,11/23/2022,1,5,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-116 Benchmark is on top of the KM 20 Post that is located at the sidewalk of Meralco Road(along lane bound to Brgy. Buli-W side). It is approximately 22.0 m NW of the PNR Station Terminal. Benchmark is 3/8 x 4 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-116,2010,NAMRIA"". NOTE: GCP was LOST reported by Gravity Section December 2021",Ferdinand F. Fernandez,117648,14.4524111111111,121.050605555556,07/18/2023 8:56:51 AM,0.024078,2CM FROM MANILA MSL,121 3 2.18,14 27 8.68,0,,,1,2022
,MM-117,0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,SUCAT,01/01/2010,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,28.8181,0,07/18/2023,1,,,1,11/23/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-117 Benchmark is located on top of sidewalk near the intersection of East Service Road and Mayor J. Posadas Avenue. Mark is set between two concrete cylindrical posts planted on the sidewalk. It is approximately 30.0 m SSW of Figarro Restaurant. Mark is 3/8 x 4 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-117,2010,NAMRIA"".",Ferdinand F. Fernandez,117649,14.4561138888889,121.045583333333,07/18/2023 8:59:18 AM,0.024082,2CM FROM MANILA MSL,121 2 44.1,14 27 22.01,0,,,0,2022
,MM-121,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,KALIGAYAHAN,01/01/2009,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,67.2471,0,07/18/2023,1,,,1,11/23/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-121 Benchmark is located beside a light post in front of San Miguel Brewery Novaliches Sales Office along Quirino. Mark is the head of 1/4 x 3 copper nail, centered and embedded on 15 x 15 cm cement putty with inscription ""MM-121, 2009, NAMRIA"".",Ferdinand F. Fernandez,117652,14.7310833333333,121.046694444444,07/18/2023 9:08:29 AM,0.031269,3CM FROM MANILA MSL,121 2 48.1,14 43 51.9,0,,,0,2022
,MM-122,0,NCR,NCR - THIRD DISTRICT,VALENZUELA,CANUMAY,01/01/2009,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,15.2531,0,07/18/2023,1,,,1,11/23/2022,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-122 Station is located on the top of the concrete foundation of a water valve, which is beside the Valenzuela City Police Precinct 1 at the corner of Paso Blas Street and NLEX. Mark is a head of 1/4 x 3 in copper nail, centered and embedded on 15 x 15cm cement putty with the inscriptions ""MM-122, 2009, NAMRIA"".",Ferdinand F. Fernandez,117653,14.7079166666667,120.992388888889,07/18/2023 10:08:50 AM,0.035218,4CM FROM MANILA MSL,120 59 32.6,14 42 28.5,0,,,0,2022
