station_id,station_name,region,province,city,barangay,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,utm_northing,utm_easting,utm_zone,horizontal_date_entry,horizontal_datum,horizontal_reference,horizontal_authority,horizontal_order,date_established,date_est_month,date_est_year,date_est_day,horizontal_date_computed,horizontal_fix,ellipsoidal_height,mark_status,mark_type,mark_const,authority,wgs84_north_degrees,wgs84_north_minutes,wgs84_north_seconds,wgs84_east_degrees,wgs84_east_minutes,wgs84_east_seconds,latitude,longitude,ellipz,description,encoder,status,IsAdopted,AdoptedBy,dateUpdated,utm_x,utm_y,utm_zone_alt,utm_x_wgs84,utm_y_wgs84,utm_zone_wgs84,accuracy_class,error_ellipse,height_error,itrf_lat_dd,itrf_lat_mm,itrf_lat_ss,itrf_lon_dd,itrf_lon_mm,itrf_lon_ss,itrf_ell_hgt,itrf_ell_err,itrf_hgt_err,latitude_decimal,longitude_decimal
,MMA-3537,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON GALO,11/30/1999,LUZON,14,30,20.0646,120,59,32.0706,1604104.181,499163.75,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.257,1,18,10,NAMRIA,120,59,36.97269,14,30,14.6731,14.5040758611111,120.993603525,48.047,"MMA-3537 The station is located at the sidewalk along Quirino Ave.(Daang Radial Bldg.2) near ""Clinica Salud (Ortho-Dental Clinic) and ""Groovy Smile Dentist"", approximately 52 m north in Sta. Monica Chapel. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3537; 2011; LMS NCR; ABSD"".",Vanessa,1,1,4.740M EGM2008,09/26/2023 10:05:37 AM,283621.172,1604492.576,51,283769.38046,1604424.24741,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.5055735,120.99224183333334
,MMA-3537 REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON GALO,11/01/2020,LUZON,14,30,20.06821,120,59,32.06823,1604104.292,499163.679,3.0,02/15/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,3.72895,1,18,10,NAMRIA,120,59,36.97036,14,30,14.67183,14.5040755083333,120.993602877778,47.519,"The station is located on the sidewalk infront of vacant lot beside the light post along Radial Road 2. It is about 10 meters north from Groovy Smile Dental Clinic, about 30 meters southeast from the intersection road of Dimatimbangan and Radial Road 2, and about 4 meters east from the centerline of the road. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3537; 2011; LMS-NCR ABSD;",Mara Chua,0,0,,02/15/2021 9:25:14 AM,283621.102,1604492.688,51,283769.31034,1604424.20898,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.505574502777778,120.992241175
,MMA-3538 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,DON GALO,11/30/1999,LUZON,14,30,14.35009,120,59,29.52471,1603928.57,499087.515,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,5.091,5,18,10,NAMRIA,120,59,34.42694,14,30,8.95405,14.5024872361111,120.992896372222,48.884,"MMA-3538 THE STATION IS LOCATED NEAR BOUNDARY OF DON GALO AND LAHUERTA, IN FRONT OF COREILLE HOT SPOT. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3538; 2011; LMS-NCR; ABSD"". Reported as Lost by NAMRIA personnel (Mara O.) Sept 2018 reason: new build eletric post",TIM,1,0,,09/02/2020 9:48:32 AM,283543.387,1604317.599,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.503986136111111,120.99153464166666
,MMA-3539 (HOLD) (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SANTO NIÑO,11/30/1999,LUZON,14,30,14.55369,121,2,10.97767,1603935.122,503921.705,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,11/30/1999,0,0,0,11/30/1999,8,22.928,5,18,10,NAMRIA,121,2,15.87965,14,30,9.16129,14.5025448027778,121.037744347222,66.83,"MMA-3539 THE STATION IS LOCATED ON THE SIDEWALK, IN FRONT OF EAST WEST BANK AND METROBANK. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3539; 2011; LMS-NCR; ABSD"". Reported as Lost by NAMRIA Geodesy personnel September 2018 Reason: new constructed side walk.",TIM,1,0,,09/02/2020 9:49:08 AM,288378.496,1604281.865,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.504042691666667,121.03638268611111
,MMA-3540 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SANTO NIÑO,11/30/1999,LUZON,14,30,18.51388,120,59,52.66447,1604056.512,499780.362,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,5.817,5,18,10,NAMRIA,120,59,57.56657,14,30,13.11809,14.5036439138889,120.999324047222,49.622,"MMA-3540 THE STATION IS LOCATED ALONG NINOY AQUINO AVE - EMILDA AVENUE, ON THE SIDEWALK, IN FRON TOF THE VACANT LOT AND METROBANK. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3540; 2011; LMS-NCR; ABSD"". Reported Lost by NAMRIA Geodesy personnel Sept 2018 Reason: new constructed sidewalk",TIM,1,0,6.265 M EGM2008,09/02/2020 9:49:39 AM,284237.484,1604439.504,51,284385.68757,1604371.04514,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.505142744444445,120.99796235277778
,MMA-3541,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SANTO NIÑO,11/30/1999,LUZON,14,30,30.31713,120,59,43.76023,1604419.244,499513.762,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.188,1,18,10,NAMRIA,120,59,48.66206,14,30,24.92038,14.5069223277778,120.996850572222,47.978,"MMA-3541 The station is located along Col. E. De Leon Street, along the road going Gomburza St. near ""TIA SALUD Subdivision"" Arc. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3541; 2011; LMS-NCR; PRS-92"".",Jay Cepe,1,0,4.646M EGM2008,06/02/2020 4:25:50 PM,283974.007,1604804.636,51,284122.20193,1604736.16635,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.508421425,120.99548895277778
,MMA-3542,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SANTO NIÑO,11/30/1999,LUZON,14,30,31.4598,120,59,40.74052,1604454.361,499423.349,3.0,01/31/2013,0,PRS92,DENR LMS NCR,4,01/21/2014,1,2011,0,11/30/1999,8,2.973,1,18,10,NAMRIA,120,59,45.64233,14,30,26.0629,14.5072396944444,120.996011758333,46.76,"MMA-3542 The station is located in front of a house in Gomburza Street, near the alley road. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3542; 2011; LMS-NCR; ABSD"".",Mara,1,0,3.436 M EGM2008,12/27/2019 12:07:25 PM,283883.884,1604840.552,51,284032.07901,1604772.07839,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.508738833333334,120.99465014444445
,MMA-3545 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,LA HUERTA,11/30/1999,LUZON,14,30,8.32197,120,59,23.73409,1603743.326,498914.126,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,6.037,5,18,10,NAMRIA,120,59,28.63647,14,30,2.92619,14.5008128305556,120.991287908333,49.83,"MMA-3545 THE STATION IS LOCATED IN FRONT OF ST. PAUL COLLEGE AND BARANGAY HALL OF LA HUERTA. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3545; 2011; LMS-NCR; ABSD"". Reported Lost by Mara O. (Geodesy Personnel) Sept. 2018 reason: new cemented flooring",TIM,1,0,,09/02/2020 9:50:10 AM,283368.343,1604133.836,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.502311658333333,120.98992613611111
,MMA-3546 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,LA HUERTA,11/30/1999,LUZON,14,30,5.34516,120,59,24.42394,1603651.844,498934.777,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.934,5,18,10,NAMRIA,120,59,29.32639,14,29,59.94959,14.4999859972222,120.991479552778,48.73,"MMA-3546 THE STATION IS LOCATED IN FRONT OF SUPER PALENGKE PARAÑAQUE AND PS BANK, NEAR THE CHURCH. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3546; 2011; LMS-NCR; ABSD"". Reported Lost by Mara O. (Geodesy Personnel) reason: new constructed sidewalk",TIM,1,1,5.436 M EGM2008,09/02/2020 9:55:27 AM,283388.199,1604042.156,51,283536.42151,1603973.6751,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.501484766666668,120.99011776111111
,MMA-3554,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ANTONIO,11/30/1999,LUZON,14,28,1.57576,121,0,59.55122,1599848.317,501783.365,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,17.199,1,18,10,NAMRIA,121,1,4.45646,14,27,56.19036,14.4656084333333,121.017904572222,61.158,"MMA-3554 The station is located on the island along Dr. A Santos Avenue, in front of Office Warehouse and Mercury Drug. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3554; 2011; LMS-NCR; PRS-92"".",Erwin Del Rosario,1,1,17.583M EGM 2008,09/02/2022 3:37:12 PM,286204.085,1600213.041,51,286352.39789,1600144.67802,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.467104377777778,121.01654200555555
,MMA-3554 REOBS 2017.42,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ANTONIO,11/30/1999,LUZON,14,28,1.57538,121,0,59.55016,1599848.305,501783.333,3.0,06/08/2017,0,PRS92,,1,11/30/1999,0,0,0,08/22/2017,8,16.61061,1,18,10,NAMRIA,121,1,4.45544,14,27,56.18996,14.4656083222222,121.017904288889,60.569,"MMA-3554 The station is located on the island along Dr. A Santos Avenue, in front of Office Warehouse and Mercury Drug. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3554; 2011; LMS-NCR; PRS-92"".",Aila Leana Sampana,0,0,,01/29/2021 10:19:23 AM,286204.053,1600213.029,51,286352.36724,1600144.66599,51,1.0,0.01,0.04,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.467104272222223,121.01654171111112
,MMA-3554 REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/01/2020,LUZON,14,28,1.57533,121,0,59.54963,1599848.303,501783.317,3.0,02/15/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,16.76961,1,18,10,NAMRIA,121,1,4.45542,14,27,56.18995,14.4656083194444,121.017904283333,60.71,"The station is located on the end of center island along Dr. A Santos Avenue intersecting road of Filipinas Ave., in front of the Office Warehouse and Mercury Drug. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3554; 2011; LMS-NCR; ABSD"".",TIM,0,0,,10/26/2022 3:47:43 PM,286204.037,1600213.028,51,286352.35135,1600144.66459,51,1.0,0.01,0.02,14,27,56.34892,121,1,4.42639,59.089,0.0102,0.0238,14.467104258333334,121.0165415638889
,MMA-3555,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/30/1999,LUZON,14,28,26.3351,121,0,14.556,1600609.137,500435.891,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,9.76557,1,18,10,NAMRIA,121,0,19.46076,14,28,20.94705,14.4724852916667,121.005405766667,53.674,"MMA-3555 The station is located on the road going to Filinvest, in between the island, in front of 7 Eleven. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3555; 2011; LMS-NCR; PRS-92"".",TIM,1,1,10.217M EGM2008,10/07/2024 1:19:32 PM,284863.008,1600985.759,51,285011.31083,1600917.34825,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.473981972222223,121.00404333333333
,MMA-3555 REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/01/2020,LUZON,14,28,26.33571,121,0,14.55424,1600609.156,500435.839,3.0,02/15/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,9.34157,1,18,10,NAMRIA,121,0,19.459,14,28,20.94766,14.4724854611111,121.005405277778,53.25,"The station is located at the center island of Dr. A Santos Ave., about 20 meters southeast from the intersection of Lombos St., and about 20 meters front of Seven Eleven store. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3555; 2011; LMS-NCR; ABSD"".",Mara Chua,0,0,,02/15/2021 9:35:10 AM,284862.956,1600985.778,51,285011.25828,1600917.36746,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.473982141666667,121.00404284444444
,MMA-3556,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/30/1999,LUZON,14,28,28.97114,121,0,10.88914,1600690.143,500326.083,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,8.476,1,18,10,NAMRIA,121,0,15.79381,14,28,23.58286,14.4732174611111,121.004387169444,52.38,"MMA-3556 The station is located on the sidewalk, in front of Powerled Auto Part. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3556; 2011; LMS-NCR; ABSD"".",TIM,1,1,8.933M EGM2008,07/01/2021 1:00:10 PM,284753.887,1601067.739,51,284902.18708,1600999.32521,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.474714205555555,121.0030247611111
,MMA-3558,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/30/1999,LUZON,14,28,11.77541,121,0,18.60272,1600161.705,500557.084,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,9.749,1,18,10,NAMRIA,121,0,23.50778,14,28,6.38842,14.4684412277778,121.006529938889,53.672,"MMA-3558 The station is located on the road going to San Felipe, in front of house #937. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3558; 2011; LMS-NCR;ABSD"".",jay Cepe,1,0,10.199M EGM2008,08/02/2022 2:09:02 PM,284980.318,1600537.186,51,285128.63134,1600468.78396,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.46993761388889,121.00516742222223
,MMA-3559,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,B. F. HOMES,11/30/1999,LUZON,14,26,48.07271,121,1,38.27061,1597589.603,502943.153,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,25.958,1,18,10,NAMRIA,121,1,43.17753,14,26,42.69295,14.4451924861111,121.028660425,70.0,"MMA-3559 THE STATION IS LOCATED IN FRONT OF TROPICAL HUT FOOD MART ALONG AGUIRE STREET. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3559; 2011; LMS-NCR; ABSD"".",TIM,1,1,,07/22/2020 3:30:27 PM,287344.381,1597943.821,51,287492.75102,1597875.51238,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.446686863888889,121.02729739166666
,MMA-3560 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,B. F. HOMES,11/30/1999,LUZON,14,26,44.30776,121,1,38.98085,1597473.905,502964.438,3.0,01/31/2013,0,PRS92,DENR LMS NCR,4,01/21/2014,1,2011,0,11/30/1999,8,27.408,5,18,10,NAMRIA,121,1,43.88785,14,26,38.92826,14.4441467388889,121.028857736111,71.454,"MMA-3560 The station is in front of the vacant lot and Safeguard Dental Office. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3560; 2011; LMS-NCR; ABSD"".",TIM,1,0,,09/02/2020 9:55:52 AM,287364.661,1597827.917,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.445641044444445,121.02749468055555
,MMA-3561,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,B. F. HOMES,11/30/1999,LUZON,14,27,26.3933,121,2,9.69818,1598767.364,503884.207,3.0,01/08/2013,0,PRS92,,3,01/21/2014,0,0,0,11/30/1999,8,34.174,1,18,10,NAMRIA,121,2,14.60414,14,27,21.01177,14.4558366027778,121.037390038889,78.207,"MMA-3561 Marked is the head of a 4"" copper nail flushed in a cement block embedded in the ground with inscriptions ""MMA-3561;LMS-NCR;ABSD;2011"". The station is located between Shell and Loyola Memorial Chapel.",Aries Zafra,1,0,34.448 M EGM2008,02/17/2025 10:48:59 AM,288295.86,1599113.577,51,288444.18668,1599045.28723,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.457331472222222,121.03602727222221
,MMA-3562,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,B. F. HOMES,11/30/1999,LUZON,14,27,25.61362,121,2,14.42596,1598743.426,504025.799,3.0,01/31/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,35.0,1,18,10,NAMRIA,121,2,19.33193,14,27,20.23225,14.4556200694444,121.038703313889,79.038,"MMA-3562 The station is located on the island, in front of Caltex and Loyola Memorial Park. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3562; 2011; LMS-NCR; ABSD"".",TIM,1,0,,01/21/2025 11:33:35 AM,288437.266,1599088.401,51,288585.59259,1599020.11546,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.457114894444445,121.03734054444445
,MMA-3562 REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,B. F. HOMES,11/01/2020,LUZON,14,27,25.61299,121,2,14.42562,1598743.407,504025.788,3.0,02/15/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,34.68859,1,18,10,NAMRIA,121,2,19.33163,14,27,20.2316,14.4556198888889,121.038703230556,78.726,"From Parañaque City Hall travel South passing through San Antonio Avenue for about 700 meters, then turn left to Dr. A. Santos Avenue, continue travel about 2 kms until reaching Loyola Memorial Park. The station is located near a center island along the pedestrian lane. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3562; 2011; LMS-NCR; ABSD"".",Mara Chua,0,0,,02/15/2021 9:37:27 AM,288437.256,1599088.382,51,288585.58344,1599020.09555,51,1.0,0.0,0.02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.457114719444444,121.03734045
,MMA-3563 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,TAMBO,11/30/1999,LUZON,14,31,8.04841,120,59,32.48298,1605578.779,499176.146,3.0,02/01/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.918,5,18,10,NAMRIA,120,59,37.38394,14,31,2.64896,14.5174024888889,120.993717761111,48.67,"MMA-3563 The station is located on the center island, approximately 30m from 7-Eleven and 25m from KFC. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3563; 2011; LMS NCR; ABSD"".",TIM,1,0,,09/02/2020 9:56:16 AM,283646.477,1605967.347,51,283794.64033,1605898.85705,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.518902336111111,120.99235638333333
,MMA-3564 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,TAMBO,11/30/1999,LUZON,14,31,8.93173,120,59,27.88094,1605605.93,499038.363,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.97,5,18,10,NAMRIA,120,59,32.78188,14,31,3.53212,14.5176478111111,120.992439411111,48.719,"MMA-3564 The station is located on the sidewalk, approximately 100m away from the Coastal Mall, beside the road going to the Mall of Asia. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3564; 2011; LMS NCR; ABSD"".",TIM,1,1,5.438M EGM2008,09/02/2020 9:56:33 AM,283508.906,1605995.709,51,283657.06891,1605927.21485,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.51914770277778,120.99107803888889
,MMA-3565,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,TAMBO,11/30/1999,LUZON,14,30,49.96179,120,59,39.02533,1605022.95,499372.009,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,5.26981,1,18,10,NAMRIA,120,59,43.92674,14,30,44.56364,14.5123787888889,120.995535205556,49.041,"MMA-3565 THE STATION IS LOCATED OON THE SIDEWAL IN FRONT OF ""FAITH"" BAPTIST CHURCH AND APPROXIMATELY 30M AWAY FROM PETRON. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3565; 2011; LMS NCR; ABSD"".",Aries Zafra,1,1,5.727 M EGM2008,02/27/2025 10:03:37 AM,283837.511,1605409.698,51,283985.68967,1605341.21769,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.513878275,120.99417370277777
,MMA-3566 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,TAMBO,11/30/1999,LUZON,14,30,52.91939,120,59,39.16337,1605113.841,499376.144,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,5.066,5,18,10,NAMRIA,120,59,44.06467,14,30,47.52107,14.5132002972222,120.995573519444,48.835,"MMA-3566 THE STATION IS LOCATED ALONG QUIRINO AVE, APPROXIMATELY 15M FROM MERALCO PARAÑAQUE OFFICE. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED ON A CEMENT PUTTY WITH INSCRIPTIONS ""MMA-3566; 2011; LMS NCR; ABSD"". Reported lost by Mara O. (geodesy personnel) Sept. 2018 reason: new constructed road",TIM,1,1,,09/02/2020 9:56:52 AM,283842.442,1605500.569,51,283990.61741,1605432.08907,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.514699830555555,120.99421204722222
,MMA-3567,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,VITALEZ,11/30/1999,LUZON,14,30,35.08861,121,0,15.21428,1604565.876,500455.531,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,6.228,1,18,10,NAMRIA,121,0,20.11595,14,30,29.69226,14.50824785,121.005587763889,50.036,"MMA-3567 The station is located along the road going to the Barangay Hall of Vitalez, beside the fence in the barangay plaza, approximately 40m from the community center. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3567; 2011; LMS NCR; ABSD"".",Mary,1,0,6.628 M EGM2008,07/18/2024 3:04:45 PM,284917.235,1604943.055,51,285065.41725,1604874.61232,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.50974683611111,121.0042261888889
,MMA-3568 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,VITALEZ,11/30/1999,LUZON,14,30,40.52898,121,0,15.35978,1604733.065,500459.884,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.865,5,18,10,NAMRIA,121,0,20.26132,14,30,35.13228,14.5097589666667,121.005628144444,48.668,"MMA-3568 THE STATION IS LOCATED IN FRONT OF A HOUSE AND A SARI-SARI STORE, BESIDE THE FENCE AND THE POST. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED IN A CEMENT PUTY WITH INSCRIPTIONS ""MMA-3568, 2011, LMS-NCR, ABSD"".",TIM,1,0,,09/02/2020 9:57:55 AM,284923.052,1605110.237,51,285071.22939,1605041.79264,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.51125805,121.00426660555556
,MMA-3569 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN DIONISIO,11/30/1999,LUZON,14,29,40.26993,120,59,12.28383,1602881.273,498571.232,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.432,5,18,10,NAMRIA,120,59,17.18689,14,29,34.87571,14.4930210305556,120.988107469444,48.24,"MMA-3569 THE STATION IS LOCATED BESIDE THE SIDEWALK, ALONG QUIRINO AVENUE GOING TO BACLARAN, APPROXIMATELY 70M AWAY FROM PETRON. MARK IS THE HEAD OF A 4"" COPPER NAIL SET FLUSHED AND CENTERED IN A CEMENT PUTY WITH INSCRIPTIONS ""MMA-3569, 2011, LMS-NCR, ABSD"". Reported lost by Mara O. (Geodesy personnel) Sept 2018 reason: new constructed sidewalk",TIM,1,0,4.964 M EGM2008,09/02/2020 9:58:15 AM,283017.845,1603274.614,51,283166.0942,1603206.12894,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.494519425,120.98674550833333
,MMA-3570,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN DIONISIO,11/30/1999,LUZON,14,29,36.58971,120,59,11.49786,1602768.177,498547.691,3.0,02/04/2013,0,PRS92,DENR LMS NCR,3,01/21/2014,1,2011,0,11/30/1999,8,4.747,1,18,10,NAMRIA,120,59,16.40101,14,29,31.19571,14.4919988083333,120.987889169444,48.557,"MMA-3570 is located at Brgy. San Dionisio, Parañaque. The station is loacted beside a lamp post and Parañaque Traffic Satellite base/post near Jollibee store. Mark is the head of a 4"" copper nail set flushed and centered on a cement putty with inscriptions ""MMA-3570; 2011; LMS NCR; ABSD"".",TIM,1,1,5.281M EGM2008,04/03/2024 9:15:59 AM,282993.311,1603161.702,51,283141.56361,1603093.21709,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.493497141666666,120.98652718333334
